Wikipedia	629705	Where did you learn English? How come you're taking on a third language?	-1.1200492637766977
Wikipedia	244336	Thanks very much for your edit to the <url> article. Would you be interested in tackling the <url> of <url>?	1.3139550758835656
Wikipedia	627353	Sir i think u hav many friends on wiki who can review articles well. can u pls consult any of them?	-0.2479414402379245
Wikipedia	448565	I can't find it.  Maybe I didn't manage to guess the right name; can you find it in your contribs?	0.05829830515744239
Wikipedia	625810	I can't spend too much time, and I'm no specialist, but with those limitations I'd be willing to help out. Btw, how is your name pronounced?	0.34609335173878814
Wikipedia	214411	|style="vertical-align: middle; padding: 3px;" | I've started the Badfinger wiki amd I need help.  You seem to know a lot about them, could you please help out?	0.6192467887019745
Wikipedia	73465	<url>. I wonder if anyone will actually suspect a conflict of interest?	-0.26280140866730334
Wikipedia	460261	My edit on <url> was written by me, not copied from a forum. Out of curiousity, which forum copied my post on Wikipedia?	-0.2331226121129825
Wikipedia	177439	These are my numbers: 7 years in Wikipedia, 6 years as an admin, 570+ articles, 4 featured articles, 1 featured list, 21 Good articles, 60 DYK's - After six years as an admin. I recently made some mistakes and I can understand if I am placed in some type of probation were I am monitored and forbidden to use my tools maybe for a year, but do I really merit the removal of my adminship?	-0.4735386507011431
Wikipedia	341534	I couldn't tell you why glam rock was there. Better?	-0.9629069818525972
Wikipedia	567951	Are you calling me a vandal for visiting your user page?  Or am I just <url>?	-0.8166612181712789
Wikipedia	590458	Ok, that's no problem. Can you recommend any other users who would be able to train me?	0.978724981024653
Wikipedia	623634	Congratulations, OGoncho! Isn't there a barnstar for things like that?	0.8434827719167922
Wikipedia	193592	What's next? What have you got planned for the next 12 months?	0.10638403146232003
Wikipedia	628156	Since Maddieson has not himself done any work on Mazahua I would be interested in knowing which source he uses for his Mazahua data. could you put a reference to his references here at the talk page, just for  my curiosity?	0.4899385725972739
Wikipedia	543807	I'd be shocked if no one has asked you this yet, but you do an enormous amount of work keeping the bio articles free of vandalism and nonsense as well as filling them up with useful content ;) You seem like you could use a few extra buttons on your toolbar. Are you interested in being nominated for adminship?	1.5018221885351892
Wikipedia	626004	Well, that was an example as I am adding Infobox Historical American Political Party infobox to all those historical parties in <url> for which I was previously using the regular Infobox American Political Party until I found the Historical version in <url>.  So if I wish to continue, I will have to assign colors and shortname to all of them if not already done (like Anti-Masonic Party) right?	0.3717173802818413
Wikipedia	360711	I have closed <url> as keep. Do you see any objection to my suggestion of a change of name to "List of Kong Kong Category III films"?	0.2930097821784006
Wikipedia	624652	I'm also having to use your link.  Perhaps we should change the main page link to use the megaupload until we know that the main website is up?	0.9260581278856383
Wikipedia	321142	Hi, i saw in a lot of biography articles are used the flag icon in the birth and death place by another wikipedian. How about your opinion about that?	0.20599038509514087
Wikipedia	475425	Was <url> by the user correct? It is supposed to be a redirect, is it not?	0.15303839855826618
